"area_id","ID"
"uk.org.publicwhip/cons/475","E14000895DISTRICT"
"uk.org.publicwhip/cons/375","N06000010DISTRICT"
"uk.org.publicwhip/cons/69","E14000581DISTRICT"
"uk.org.publicwhip/cons/183","S14000015DISTRICT"
"uk.org.publicwhip/cons/2243","E14001028DISTRICT"
"uk.org.publicwhip/cons/236","E14000706DISTRICT"
"uk.org.publicwhip/cons/531","E14000950DISTRICT"
"uk.org.publicwhip/cons/325","N06000009DISTRICT"
"uk.org.publicwhip/cons/393","E14000830DISTRICT"
"uk.org.publicwhip/cons/273","E14000728DISTRICT"
"uk.org.publicwhip/cons/462","W07000065DISTRICT"
"uk.org.publicwhip/cons/198","S14000020DISTRICT"
"uk.org.publicwhip/cons/557","N06000016DISTRICT"
"uk.org.publicwhip/cons/187","E14000641DISTRICT"
"uk.org.publicwhip/cons/506","E14000924DISTRICT"
"uk.org.publicwhip/cons/332","E14000782DISTRICT"
"uk.org.publicwhip/cons/527","E14000946DISTRICT"
"uk.org.publicwhip/cons/293","E14000748DISTRICT"
"uk.org.publicwhip/cons/469","E14000891DISTRICT"
"uk.org.publicwhip/cons/512","E14000930DISTRICT"
"uk.org.publicwhip/cons/2189","E14000708DISTRICT"
"uk.org.publicwhip/cons/346","E14000793DISTRICT"
"uk.org.publicwhip/cons/2179","E14000623DISTRICT"
"uk.org.publicwhip/cons/118","W07000066DISTRICT"
"uk.org.publicwhip/cons/2246","E14001054DISTRICT"
"uk.org.publicwhip/cons/394","E14000831DISTRICT"
"uk.org.publicwhip/cons/32","E14000550DISTRICT"
"uk.org.publicwhip/cons/287","E14000742DISTRICT"
"uk.org.publicwhip/cons/464","E14000886DISTRICT"
"uk.org.publicwhip/cons/8","E14000532DISTRICT"
"uk.org.publicwhip/cons/120","E14000621DISTRICT"
"uk.org.publicwhip/cons/540","E14000960DISTRICT"
"uk.org.publicwhip/cons/297","E14000752DISTRICT"
"uk.org.publicwhip/cons/15","E14000536DISTRICT"
"uk.org.publicwhip/cons/365","E14000809DISTRICT"
"uk.org.publicwhip/cons/510","E14000928DISTRICT"
"uk.org.publicwhip/cons/1","W07000049DISTRICT"
"uk.org.publicwhip/cons/579","E14000997DISTRICT"
"uk.org.publicwhip/cons/127","E14000627DISTRICT"
"uk.org.publicwhip/cons/352","E14000797DISTRICT"
"uk.org.publicwhip/cons/450","E14000875DISTRICT"
"uk.org.publicwhip/cons/355","E14000800DISTRICT"
"uk.org.publicwhip/cons/347","E14000794DISTRICT"
"uk.org.publicwhip/cons/690","S14000029DISTRICT"
"uk.org.publicwhip/cons/139","W07000062DISTRICT"
"uk.org.publicwhip/cons/537","E14000957DISTRICT"
"uk.org.publicwhip/cons/2202","E14000788DISTRICT"
"uk.org.publicwhip/cons/405","E14000839DISTRICT"
"uk.org.publicwhip/cons/519","N06000015DISTRICT"
"uk.org.publicwhip/cons/71","E14000583DISTRICT"
"uk.org.publicwhip/cons/116","E14000620DISTRICT"
"uk.org.publicwhip/cons/72","E14000584DISTRICT"
"uk.org.publicwhip/cons/386","E14000825DISTRICT"
"uk.org.publicwhip/cons/544","E14000965DISTRICT"
"uk.org.publicwhip/cons/593","N06000017DISTRICT"
"uk.org.publicwhip/cons/431","E14000862DISTRICT"
"uk.org.publicwhip/cons/277","E14000732DISTRICT"
"uk.org.publicwhip/cons/582","W07000053DISTRICT"
"uk.org.publicwhip/cons/110","E14000618DISTRICT"
"uk.org.publicwhip/cons/388","S14000047DISTRICT"
"uk.org.publicwhip/cons/402","N06000012DISTRICT"
"uk.org.publicwhip/cons/292","E14000747DISTRICT"
"uk.org.publicwhip/cons/606","E14001015DISTRICT"
"uk.org.publicwhip/cons/333","E14000783DISTRICT"
"uk.org.publicwhip/cons/404","E14000838DISTRICT"
"uk.org.publicwhip/cons/327","E14000777DISTRICT"
"uk.org.publicwhip/cons/203","E14000685DISTRICT"
"uk.org.publicwhip/cons/63","E14000575DISTRICT"
"uk.org.publicwhip/cons/621","E14001030DISTRICT"
"uk.org.publicwhip/cons/625","E14001032DISTRICT"
"uk.org.publicwhip/cons/500","E14000919DISTRICT"
"uk.org.publicwhip/cons/379","S14000045DISTRICT"
"uk.org.publicwhip/cons/138","E14000643DISTRICT"
"uk.org.publicwhip/cons/2194","E14000734DISTRICT"
"uk.org.publicwhip/cons/107","E14000614DISTRICT"
"uk.org.publicwhip/cons/407","E14000840DISTRICT"
"uk.org.publicwhip/cons/231","N06000007DISTRICT"
"uk.org.publicwhip/cons/599","E14001009DISTRICT"
"uk.org.publicwhip/cons/645","E14001050DISTRICT"
"uk.org.publicwhip/cons/140","W07000059DISTRICT"
"uk.org.publicwhip/cons/7","E14000531DISTRICT"
"uk.org.publicwhip/cons/298","E14000753DISTRICT"
"uk.org.publicwhip/cons/190","E14000676DISTRICT"
"uk.org.publicwhip/cons/37","N06000003DISTRICT"
"uk.org.publicwhip/cons/81","E14000592DISTRICT"
"uk.org.publicwhip/cons/60","E14000573DISTRICT"
"uk.org.publicwhip/cons/381","E14000823DISTRICT"
"uk.org.publicwhip/cons/492","E14000910DISTRICT"
"uk.org.publicwhip/cons/133","E14000634DISTRICT"
"uk.org.publicwhip/cons/2225","E14000916DISTRICT"
"uk.org.publicwhip/cons/484","E14000904DISTRICT"
"uk.org.publicwhip/cons/153","E14000651DISTRICT"
"uk.org.publicwhip/cons/2239","E14000994DISTRICT"
"uk.org.publicwhip/cons/667","S14000010DISTRICT"
"uk.org.publicwhip/cons/252","E14000712DISTRICT"
"uk.org.publicwhip/cons/607","E14001016DISTRICT"
"uk.org.publicwhip/cons/598","E14001008DISTRICT"
"uk.org.publicwhip/cons/476","E14000896DISTRICT"
"uk.org.publicwhip/cons/79","W07000068DISTRICT"
"uk.org.publicwhip/cons/234","E14000705DISTRICT"
"uk.org.publicwhip/cons/596","W07000078DISTRICT"
"uk.org.publicwhip/cons/169","E14000661DISTRICT"
"uk.org.publicwhip/cons/216","E14000690DISTRICT"
"uk.org.publicwhip/cons/434","E14000864DISTRICT"
"uk.org.publicwhip/cons/2195","E14000743DISTRICT"
"uk.org.publicwhip/cons/184","S14000016DISTRICT"
"uk.org.publicwhip/cons/461","E14000884DISTRICT"
"uk.org.publicwhip/cons/316","S14000040DISTRICT"
"uk.org.publicwhip/cons/2248","E14001061DISTRICT"
"uk.org.publicwhip/cons/604","E14001014DISTRICT"
"uk.org.publicwhip/cons/317","E14000770DISTRICT"
"uk.org.publicwhip/cons/473","W07000052DISTRICT"
"uk.org.publicwhip/cons/699","S14000038DISTRICT"
"uk.org.publicwhip/cons/220","E14000694DISTRICT"
"uk.org.publicwhip/cons/489","E14000908DISTRICT"
"uk.org.publicwhip/cons/2230","E14000940DISTRICT"
"uk.org.publicwhip/cons/666","S14000006DISTRICT"
"uk.org.publicwhip/cons/2244","E14001036DISTRICT"
"uk.org.publicwhip/cons/350","S14000044DISTRICT"
"uk.org.publicwhip/cons/693","S14000032DISTRICT"
"uk.org.publicwhip/cons/134","E14000636DISTRICT"
"uk.org.publicwhip/cons/589","E14001005DISTRICT"
"uk.org.publicwhip/cons/518","E14000936DISTRICT"
"uk.org.publicwhip/cons/2197","E14000754DISTRICT"
"uk.org.publicwhip/cons/2182","E14000635DISTRICT"
"uk.org.publicwhip/cons/2180","E14000628DISTRICT"
"uk.org.publicwhip/cons/43","E14000558DISTRICT"
"uk.org.publicwhip/cons/125","E14000625DISTRICT"
"uk.org.publicwhip/cons/2218","E14000882DISTRICT"
"uk.org.publicwhip/cons/194","E14000679DISTRICT"
"uk.org.publicwhip/cons/311","W07000077DISTRICT"
"uk.org.publicwhip/cons/285","E14000740DISTRICT"
"uk.org.publicwhip/cons/453","E14000878DISTRICT"
"uk.org.publicwhip/cons/2245","E14001045DISTRICT"
"uk.org.publicwhip/cons/70","E14000582DISTRICT"
"uk.org.publicwhip/cons/151","E14000649DISTRICT"
"uk.org.publicwhip/cons/615","E14001025DISTRICT"
"uk.org.publicwhip/cons/458","E14000881DISTRICT"
"uk.org.publicwhip/cons/2228","E14000921DISTRICT"
"uk.org.publicwhip/cons/528","E14000947DISTRICT"
"uk.org.publicwhip/cons/686","S14000025DISTRICT"
"uk.org.publicwhip/cons/253","S14000037DISTRICT"
"uk.org.publicwhip/cons/509","E14000927DISTRICT"
"uk.org.publicwhip/cons/211","S14000026DISTRICT"
"uk.org.publicwhip/cons/695","S14000034DISTRICT"
"uk.org.publicwhip/cons/136","E14000638DISTRICT"
"uk.org.publicwhip/cons/514","E14000932DISTRICT"
"uk.org.publicwhip/cons/670","S14000008DISTRICT"
"uk.org.publicwhip/cons/30","E14000548DISTRICT"
"uk.org.publicwhip/cons/303","E14000758DISTRICT"
"uk.org.publicwhip/cons/578","E14000996DISTRICT"
"uk.org.publicwhip/cons/103","E14000613DISTRICT"
"uk.org.publicwhip/cons/2171","E14000553DISTRICT"
"uk.org.publicwhip/cons/330","E14000780DISTRICT"
"uk.org.publicwhip/cons/229","E14000700DISTRICT"
"uk.org.publicwhip/cons/49","E14000563DISTRICT"
"uk.org.publicwhip/cons/676","S14000018DISTRICT"
"uk.org.publicwhip/cons/595","W07000060DISTRICT"
"uk.org.publicwhip/cons/2211","E14000836DISTRICT"
"uk.org.publicwhip/cons/257","E14000715DISTRICT"
"uk.org.publicwhip/cons/356","E14000801DISTRICT"
"uk.org.publicwhip/cons/620","E14001029DISTRICT"
"uk.org.publicwhip/cons/155","E14000653DISTRICT"
"uk.org.publicwhip/cons/258","E14000716DISTRICT"
"uk.org.publicwhip/cons/222","E14000696DISTRICT"
"uk.org.publicwhip/cons/429","E14000860DISTRICT"
"uk.org.publicwhip/cons/115","W07000079DISTRICT"
"uk.org.publicwhip/cons/149","E14000648DISTRICT"
"uk.org.publicwhip/cons/2204","E14000811DISTRICT"
"uk.org.publicwhip/cons/358","E14000803DISTRICT"
"uk.org.publicwhip/cons/101","E14000611DISTRICT"
